,,,,,,"""@parameter""","""@parameterKey""","""sigdef""","""sigdef""","""sigdef""","""sigdef""","""@rangeLow""","""@rangeHigh""","""@deltaPercent""","""@EU""","""@isarchive""","""@isalarm""","""@alarmtype""","""@prio""","""@active""","""@inactive"""
CC_HW_FB_dGZERg_1,HW_FB_FH,200,NO COIN,O,No Coincidence of redundant Inputs (ZV46),,,,,,,,,,,,,,,,
CC_HW_FB_dGZERg_1,HW_FB_FH,230,NO TRIP GRP,O,Individual NO TRIP for Grouping (XK55),,,,,,,,,,,,,,,,
CC_HW_FB_Iop1UA_1,HW_FB_2oo3,10,IN1,I,Line 1 NO TRIP,,,,,,,,,,,,,,,,
CC_HW_FB_Iop1UA_1,HW_FB_2oo3,20,IN2,I,Line 2 NO TRIP,,,,,,,,,,,,,,,,
CC_HW_FB_Iop1UA_1,HW_FB_2oo3,30,IN3,I,Line 3 NO TRIP,,,,,,,,,,,,,,,,
CC_HW_FB_Iop1UA_1,HW_FB_2oo3,60,TIME,I,Deviation Monitoring Delay Time,,,,,,,,,,,,,,,,
CC_HW_FB_Iop1UA_1,HW_FB_2oo3,70,BASE,I,Time Base,,,,,,,,,,,,,,,,
CC_HW_FB_Iop1UA_1,HW_FB_2oo3,180,NO TRIP GRP 2,I,NO TRIP from External Group 2,,,,,,,,,,,,,,,,
CC_HW_FB_Iop1UA_1,HW_FB_2oo3,190,NO TRIP GRP 3,I,NO TRIP from External Group 3,,,,,,,,,,,,,,,,
CC_HW_FB_Iop1UA_1,HW_FB_2oo3,200,NO TRIP,O,NO TRIP (XK51),,,,,,,,,,,,,,,,
CC_HW_FB_Iop1UA_1,HW_FB_2oo3,210,TRIP,O,TRIP (XK01),,,,,,,,,,,,,,,,
CC_HW_FB_Iop1UA_1,HW_FB_2oo3,220,TRIP DY,O,TRIP delayed by 100ms (XK02),,,,,,,,,,,,,,,,
CC_HW_FB_Iop1UA_1,HW_FB_2oo3,230,RDDCY FLT,O,Deviation between Trip Lines (ZV43),,,,,,,,,,,,,,,,
CC_HW_FB_Iop1UA_1,HW_FB_2oo3,240,NO TRIP GRP,O,NO TRIP for Grouping (XK55),,,,,,,,,,,,,,,,
CC_HW_FB_Iop1UA_1,HW_FB_MON,10,IN1,I,Line 1 NO TRIP,,,,,,,,,,,,,,,,
CC_HW_FB_Iop1UA_1,HW_FB_MON,20,IN2,I,Line 2 NO TRIP,,,,,,,,,,,,,,,,
CC_HW_FB_Iop1UA_1,HW_FB_MON,30,IN3,I,Line 3 NO TRIP,,,,,,,,,,,,,,,,
CC_HW_FB_Iop1UA_1,HW_FB_MON,270,N_IN,I,Number of used inputs (2.0 or 3.0),,,,,,,,,,,,,,,,
CC_HW_FB_Iop1UA_1,HW_FB_MON,60,TIME,I,Deviation Monitoring Delay Time,,,,,,,,,,,,,,,,
CC_HW_FB_Iop1UA_1,HW_FB_MON,70,BASE,I,Time Base,,,,,,,,,,,,,,,,
CC_HW_FB_Iop1UA_1,HW_FB_MON,180,NO TRIP GRP 2,I,NO TRIP from External Group 2,,,,,,,,,,,,,,,,
CC_HW_FB_Iop1UA_1,HW_FB_MON,190,NO TRIP GRP 3,I,NO TRIP from External Group 3,,,,,,,,,,,,,,,,
CC_HW_FB_Iop1UA_1,HW_FB_MON,200,NO TRIP,O,NO TRIP (XK51),,,,,,,,,,,,,,,,
CC_HW_FB_Iop1UA_1,HW_FB_MON,210,TRIP,O,TRIP (XK01),,,,,,,,,,,,,,,,
CC_HW_FB_Iop1UA_1,HW_FB_MON,220,TRIP DY,O,TRIP delayed by 100ms (XK02),,,,,,,,,,,,,,,,
CC_HW_FB_Iop1UA_1,HW_FB_MON,230,RDDCY FLT,O,Deviation between Trip Lines (ZV43),,,,,,,,,,,,,,,,
CC_HW_FB_Iop1UA_1,HW_FB_MON,240,NO TRIP GRP,O,NO TRIP for Grouping (XK55),,,,,,,,,,,,,,,,
CC_HW_FB_KiSBRg_1,HW_FB_F,10,IN1,I,Line 1 NO TRIP,,,,,,,,,,,,,,,,
CC_HW_FB_KiSBRg_1,HW_FB_F,20,IN1 RED,I,Line 1 NO TRIP (redundant Input),,,,,,,,,,,,,,,,
CC_HW_FB_KiSBRg_1,HW_FB_F,40,IN2,I,Line 2 NO TRIP,,,,,,,,,,,,,,,,
CC_HW_FB_KiSBRg_1,HW_FB_F,50,IN2 RED,I,Line 2 NO TRIP (redundant Input),,,,,,,,,,,,,,,,
CC_HW_FB_KiSBRg_1,HW_FB_F,60,RESET,I,Reset of stored 1 Line Trip,,,,,,,,,,,,,,,,
CC_HW_FB_KiSBRg_1,HW_FB_F,150,NO TRIP GRP 2,I,NO TRIP from External Group 2,,,,,,,,,,,,,,,,
CC_HW_FB_KiSBRg_1,HW_FB_F,90,NO TRIP,O,NO TRIP (XK51),,,,,,,,,,,,,,,,
CC_HW_FB_KiSBRg_1,HW_FB_F,100,TRIP,O,TRIP (XK01),,,,,,,,,,,,,,,,
CC_HW_FB_KiSBRg_1,HW_FB_F,110,TRIP DY,O,TRIP delayed by 100ms on 1 Line Trip (XK02),,,,,,,,,,,,,,,,
CC_HW_FB_KiSBRg_1,HW_FB_F,120,1 LINE TRIP,O,1 Line Trip Actuation (ZV44),,,,,,,,,,,,,,,,
CC_HW_FB_KiSBRg_1,HW_FB_F,130,NO COIN,O,No Coincidence of redundant Inputs (ZV46),,,,,,,,,,,,,,,,
CC_HW_FB_KiSBRg_1,HW_FB_F,160,NO TRIP GRP,O,Individual NO TRIP for Grouping (XK55),,,,,,,,,,,,,,,,
CC_INT01_6XLhRg_1,INT01,10,IN,I,Input signal,,,,,,,,,,,,,,,,
CC_INT01_6XLhRg_1,INT01,220,TN,I,Integration time [s],,,,,,,,,,,,,,,,
CC_INT01_6XLhRg_1,INT01,240,TRACKV,I,External feed forward value [-1.0E7...1.0E7],,,,,,,,,,,,,,,,
CC_INT01_6XLhRg_1,INT01,200,C_TRACK,I,Command feed forward,,,,,,,,,,,,,,,,
CC_INT01_6XLhRg_1,INT01,260,EN_INC,I,Increase of output allowed,,,,,,,,,,,,,,,,
CC_INT01_6XLhRg_1,INT01,270,EN_DEC,I,Decrease of output allowed,,,,,,,,,,,,,,,,
CC_INT01_6XLhRg_1,INT01,230,TS,I,AF cycle time [s],,,,,,,,,,,,,,,,
CC_INT01_6XLhRg_1,INT01,140,OUT,O,Output signal,,,,,,,,,,,,,,,,
CC_INT01_6XLhRg_1,INT01,250,TRBL_AL,O,Trouble alarm,,,,,,,,,,,,,,,,
CC_MAX_1_2GZERg_1,MAX_16,180,IN1,I,Input Value 1,,,,,,,,,,,,,,,,
CC_MAX_1_2GZERg_1,MAX_16,190,IN2,I,Input Value 2,,,,,,,,,,,,,,,,
CC_MAX_1_2GZERg_1,MAX_16,200,IN3,I,Input Value 3,,,,,,,,,,,,,,,,
CC_MAX_1_2GZERg_1,MAX_16,210,IN4,I,Input Value 4,,,,,,,,,,,,,,,,
CC_MAX_1_2GZERg_1,MAX_16,220,IN5,I,Input Value 5,,,,,,,,,,,,,,,,
CC_MAX_1_2GZERg_1,MAX_16,230,IN6,I,Input Value 6,,,,,,,,,,,,,,,,
CC_MAX_1_2GZERg_1,MAX_16,240,IN7,I,Input Value 7,,,,,,,,,,,,,,,,
CC_MAX_1_2GZERg_1,MAX_16,250,IN8,I,Input Value 9,,,,,,,,,,,,,,,,
CC_MAX_1_2GZERg_1,MAX_16,260,IN9,I,Input Value 9,,,,,,,,,,,,,,,,
CC_MAX_1_2GZERg_1,MAX_16,270,IN10,I,Input Value 10,,,,,,,,,,,,,,,,
CC_MAX_1_2GZERg_1,MAX_16,280,IN11,I,Input Value 11,,,,,,,,,,,,,,,,
CC_MAX_1_2GZERg_1,MAX_16,290,IN12,I,Input Value 12,,,,,,,,,,,,,,,,
CC_MAX_1_2GZERg_1,MAX_16,300,IN13,I,Input Value 13,,,,,,,,,,,,,,,,
CC_MAX_1_2GZERg_1,MAX_16,310,IN14,I,Input Value 14,,,,,,,,,,,,,,,,
CC_MAX_1_2GZERg_1,MAX_16,320,IN15,I,Input Value 15,,,,,,,,,,,,,,,,
CC_MAX_1_2GZERg_1,MAX_16,330,IN16,I,Input Value 16,,,,,,,,,,,,,,,,
CC_MAX_1_2GZERg_1,MAX_16,340,MAX,O,Output Maximum Value,,,,,,,,,,,,,,,,
CC_MAX_1_32ZERg_1,MAX_16B,340,IN1,I,Input Value 1,,,,,,,,,,,,,,,,
CC_MAX_1_32ZERg_1,MAX_16B,350,IN2,I,Input Value 2,,,,,,,,,,,,,,,,
CC_MAX_1_32ZERg_1,MAX_16B,360,IN3,I,Input Value 3,,,,,,,,,,,,,,,,
CC_MAX_1_32ZERg_1,MAX_16B,370,IN4,I,Input Value 4,,,,,,,,,,,,,,,,
CC_MAX_1_32ZERg_1,MAX_16B,380,IN5,I,Input Value 5,,,,,,,,,,,,,,,,
CC_MAX_1_32ZERg_1,MAX_16B,390,IN6,I,Input Value 6,,,,,,,,,,,,,,,,
CC_MAX_1_32ZERg_1,MAX_16B,400,IN7,I,Input Value 7,,,,,,,,,,,,,,,,
CC_MAX_1_32ZERg_1,MAX_16B,410,IN8,I,Input Value 8,,,,,,,,,,,,,,,,
CC_MAX_1_32ZERg_1,MAX_16B,420,IN9,I,Input Value 9,,,,,,,,,,,,,,,,
CC_MAX_1_32ZERg_1,MAX_16B,430,IN10,I,Input Value 10,,,,,,,,,,,,,,,,
CC_MAX_1_32ZERg_1,MAX_16B,440,IN11,I,Input Value 11,,,,,,,,,,,,,,,,
CC_MAX_1_32ZERg_1,MAX_16B,450,IN12,I,Input Value 12,,,,,,,,,,,,,,,,
CC_MAX_1_32ZERg_1,MAX_16B,460,IN13,I,Input Value 13,,,,,,,,,,,,,,,,
CC_MAX_1_32ZERg_1,MAX_16B,470,IN14,I,Input Value 14,,,,,,,,,,,,,,,,
CC_MAX_1_32ZERg_1,MAX_16B,480,IN15,I,Input Value 15,,,,,,,,,,,,,,,,
CC_MAX_1_32ZERg_1,MAX_16B,490,IN16,I,Input Value 16,,,,,,,,,,,,,,,,
CC_MAX_1_32ZERg_1,MAX_16B,170,MAX,O,Output Maximum Value,,,,,,,,,,,,,,,,
CC_MAX_1_32ZERg_1,MAX_16B,180,MAX1,O,IN1 is the maximum value,,,,,,,,,,,,,,,,
CC_MAX_1_32ZERg_1,MAX_16B,190,MAX2,O,IN2 is the maximum value,,,,,,,,,,,,,,,,
CC_MAX_1_32ZERg_1,MAX_16B,200,MAX3,O,IN3 is the maximum value,,,,,,,,,,,,,,,,
CC_MAX_1_32ZERg_1,MAX_16B,210,MAX4,O,IN4 is the maximum value,,,,,,,,,,,,,,,,
CC_MAX_1_32ZERg_1,MAX_16B,220,MAX5,O,IN5 is the maximum value,,,,,,,,,,,,,,,,
CC_MAX_1_32ZERg_1,MAX_16B,230,MAX6,O,IN6 is the maximum value,,,,,,,,,,,,,,,,
CC_MAX_1_32ZERg_1,MAX_16B,240,MAX7,O,IN7 is the maximum value,,,,,,,,,,,,,,,,
CC_MAX_1_32ZERg_1,MAX_16B,250,MAX8,O,IN8 is the maximum value,,,,,,,,,,,,,,,,
CC_MAX_1_32ZERg_1,MAX_16B,260,MAX9,O,IN9 is the maximum value,,,,,,,,,,,,,,,,
CC_MAX_1_32ZERg_1,MAX_16B,270,MAX10,O,IN10 is the maximum value,,,,,,,,,,,,,,,,
CC_MAX_1_32ZERg_1,MAX_16B,280,MAX11,O,IN11 is the maximum value,,,,,,,,,,,,,,,,
CC_MAX_1_32ZERg_1,MAX_16B,290,MAX12,O,IN12 is the maximum value,,,,,,,,,,,,,,,,
CC_MAX_1_32ZERg_1,MAX_16B,300,MAX13,O,IN13 is the maximum value,,,,,,,,,,,,,,,,
CC_MAX_1_32ZERg_1,MAX_16B,310,MAX14,O,IN14 is the maximum value,,,,,,,,,,,,,,,,
CC_MAX_1_32ZERg_1,MAX_16B,320,MAX15,O,IN15 is the maximum value,,,,,,,,,,,,,,,,
CC_MAX_1_32ZERg_1,MAX_16B,330,MAX16,O,IN16 is the maximum value,,,,,,,,,,,,,,,,
CC_MAX_4_e289TA_1,MAX_4B,100,IN1,I,Input Value 1,,,,,,,,,,,,,,,,
CC_MAX_4_e289TA_1,MAX_4B,110,IN2,I,Input Value 2,,,,,,,,,,,,,,,,
CC_MAX_4_e289TA_1,MAX_4B,120,IN3,I,Input Value 3,,,,,,,,,,,,,,,,
CC_MAX_4_e289TA_1,MAX_4B,130,IN4,I,Input Value 4,,,,,,,,,,,,,,,,
CC_MAX_4_e289TA_1,MAX_4B,50,MAX,O,Output Maximum Value,,,,,,,,,,,,,,,,
CC_MAX_4_e289TA_1,MAX_4B,60,MAX1,O,IN1 is maximum value,,,,,,,,,,,,,,,,
CC_MAX_4_e289TA_1,MAX_4B,70,MAX2,O,IN2 is maximum value,,,,,,,,,,,,,,,,
CC_MAX_4_e289TA_1,MAX_4B,80,MAX3,O,IN3 is maximum value,,,,,,,,,,,,,,,,
CC_MAX_4_e289TA_1,MAX_4B,90,MAX4,O,IN4 is maximum value,,,,,,,,,,,,,,,,
CC_MAX_4_sUYvRg_1,MAX_4,80,IN1,I,Input Value 1,,,,,,,,,,,,,,,,
CC_MAX_4_sUYvRg_1,MAX_4,90,IN2,I,Input Value 2,,,,,,,,,,,,,,,,
CC_MAX_4_sUYvRg_1,MAX_4,100,IN3,I,Input Value 3,,,,,,,,,,,,,,,,
CC_MAX_4_sUYvRg_1,MAX_4,110,IN4,I,Input Value 4,,,,,,,,,,,,,,,,
CC_MAX_4_sUYvRg_1,MAX_4,120,MAX,O,Output Maximum Value,,,,,,,,,,,,,,,,
CC_MAX_6_8DmNWw_0,MAX_6B,230,IN1,I,Input Value 1,,,,,,,,,,,,,,,,
CC_MAX_6_8DmNWw_0,MAX_6B,250,IN2,I,Input Value 2,,,,,,,,,,,,,,,,
CC_MAX_6_8DmNWw_0,MAX_6B,300,IN3,I,Input Value 3,,,,,,,,,,,,,,,,
CC_MAX_6_8DmNWw_0,MAX_6B,270,IN4,I,Input Value 4,,,,,,,,,,,,,,,,
CC_MAX_6_8DmNWw_0,MAX_6B,280,IN5,I,Input Value 5,,,,,,,,,,,,,,,,
CC_MAX_6_8DmNWw_0,MAX_6B,290,IN6,I,Input Value 6,,,,,,,,,,,,,,,,
CC_MAX_6_8DmNWw_0,MAX_6B,210,MAX,O,Output Maximum Value,,,,,,,,,,,,,,,,
CC_MAX_6_8DmNWw_0,MAX_6B,10,MAX1,O,IN1 is the maximum value,,,,,,,,,,,,,,,,
CC_MAX_6_8DmNWw_0,MAX_6B,20,MAX2,O,IN2 is the maximum  value,,,,,,,,,,,,,,,,
CC_MAX_6_8DmNWw_0,MAX_6B,30,MAX3,O,IN3 is the maximum value,,,,,,,,,,,,,,,,
CC_MAX_6_8DmNWw_0,MAX_6B,40,MAX4,O,IN4 is the maximum  value,,,,,,,,,,,,,,,,
CC_MAX_6_8DmNWw_0,MAX_6B,50,MAX5,O,IN5 is the maximum  value,,,,,,,,,,,,,,,,
CC_MAX_6_8DmNWw_0,MAX_6B,220,MAX6,O,IN6 is the maximum  value,,,,,,,,,,,,,,,,
CC_MAX_6_BUYvRg_1,MAX_6,100,IN1,I,Input Value 1,,,,,,,,,,,,,,,,
CC_MAX_6_BUYvRg_1,MAX_6,110,IN2,I,Input Value 2,,,,,,,,,,,,,,,,
CC_MAX_6_BUYvRg_1,MAX_6,120,IN3,I,Input Value 3,,,,,,,,,,,,,,,,
CC_MAX_6_BUYvRg_1,MAX_6,130,IN4,I,Input Value 4,,,,,,,,,,,,,,,,
CC_MAX_6_BUYvRg_1,MAX_6,140,IN5,I,Input Value 5,,,,,,,,,,,,,,,,
CC_MAX_6_BUYvRg_1,MAX_6,150,IN6,I,Input Value 6,,,,,,,,,,,,,,,,
CC_MAX_6_BUYvRg_1,MAX_6,160,MAX,O,Output Maximum Value,,,,,,,,,,,,,,,,
CC_MAX_8_W0UvRg_1,MAX_8,100,IN1,I,Input Value 1,,,,,,,,,,,,,,,,
CC_MAX_8_W0UvRg_1,MAX_8,110,IN2,I,Input Value 2,,,,,,,,,,,,,,,,
CC_MAX_8_W0UvRg_1,MAX_8,120,IN3,I,Input Value 3,,,,,,,,,,,,,,,,
CC_MAX_8_W0UvRg_1,MAX_8,130,IN4,I,Input Value 4,,,,,,,,,,,,,,,,
CC_MAX_8_W0UvRg_1,MAX_8,140,IN5,I,Input Value 5,,,,,,,,,,,,,,,,
CC_MAX_8_W0UvRg_1,MAX_8,150,IN6,I,Input Value 6,,,,,,,,,,,,,,,,
CC_MAX_8_W0UvRg_1,MAX_8,160,IN7,I,Input Value 7,,,,,,,,,,,,,,,,
CC_MAX_8_W0UvRg_1,MAX_8,170,IN8,I,Input Value 8,,,,,,,,,,,,,,,,
CC_MAX_8_W0UvRg_1,MAX_8,180,MAX,O,Output Maximum Value,,,,,,,,,,,,,,,,
CC_MEDIA_mCK/VQ_1,MEDIAN_5,20,IN1,I,,,,,,,,,,,,,,,,,
CC_MEDIA_mCK/VQ_1,MEDIAN_5,30,BL_IN1,I,,,,,,,,,,,,,,,,,
CC_MEDIA_mCK/VQ_1,MEDIAN_5,40,IN2,I,,,,,,,,,,,,,,,,,
CC_MEDIA_mCK/VQ_1,MEDIAN_5,50,BL_IN2,I,,,,,,,,,,,,,,,,,
CC_MEDIA_mCK/VQ_1,MEDIAN_5,60,IN3,I,,,,,,,,,,,,,,,,,
CC_MEDIA_mCK/VQ_1,MEDIAN_5,70,BL_IN3,I,,,,,,,,,,,,,,,,,
CC_MEDIA_mCK/VQ_1,MEDIAN_5,80,IN4,I,,,,,,,,,,,,,,,,,
CC_MEDIA_mCK/VQ_1,MEDIAN_5,90,BL_IN4,I,,,,,,,,,,,,,,,,,
CC_MEDIA_mCK/VQ_1,MEDIAN_5,100,IN5,I,,,,,,,,,,,,,,,,,
CC_MEDIA_mCK/VQ_1,MEDIAN_5,110,BL_IN5,I,,,,,,,,,,,,,,,,,
CC_MEDIA_mCK/VQ_1,MEDIAN_5,10,MEDIAN,O,,,,,,,,,,,,,,,,,
CC_MIN_1_6GZERg_1,MIN_16,180,IN1,I,Input Value 1,,,,,,,,,,,,,,,,
CC_MIN_1_6GZERg_1,MIN_16,190,IN2,I,Input Value 2,,,,,,,,,,,,,,,,
CC_MIN_1_6GZERg_1,MIN_16,200,IN3,I,Input Value 3,,,,,,,,,,,,,,,,
CC_MIN_1_6GZERg_1,MIN_16,210,IN4,I,Input Value 4,,,,,,,,,,,,,,,,
CC_MIN_1_6GZERg_1,MIN_16,220,IN5,I,Input Value 5,,,,,,,,,,,,,,,,
CC_MIN_1_6GZERg_1,MIN_16,230,IN6,I,Input Value 6,,,,,,,,,,,,,,,,
CC_MIN_1_6GZERg_1,MIN_16,240,IN7,I,Input Value 7,,,,,,,,,,,,,,,,
CC_MIN_1_6GZERg_1,MIN_16,250,IN8,I,Input Value 8,,,,,,,,,,,,,,,,
CC_MIN_1_6GZERg_1,MIN_16,260,IN9,I,Input Value 9,,,,,,,,,,,,,,,,
CC_MIN_1_6GZERg_1,MIN_16,270,IN10,I,Input Value 10,,,,,,,,,,,,,,,,
CC_MIN_1_6GZERg_1,MIN_16,280,IN11,I,Input Value 11,,,,,,,,,,,,,,,,
CC_MIN_1_6GZERg_1,MIN_16,290,IN12,I,Input Value 12,,,,,,,,,,,,,,,,
CC_MIN_1_6GZERg_1,MIN_16,300,IN13,I,Input Value 13,,,,,,,,,,,,,,,,
CC_MIN_1_6GZERg_1,MIN_16,310,IN14,I,Input Value 14,,,,,,,,,,,,,,,,
CC_MIN_1_6GZERg_1,MIN_16,320,IN15,I,Input Value 15,,,,,,,,,,,,,,,,
CC_MIN_1_6GZERg_1,MIN_16,330,IN16,I,Input Value 16,,,,,,,,,,,,,,,,
CC_MIN_1_6GZERg_1,MIN_16,340,MIN,O,Output Minimum Value,,,,,,,,,,,,,,,,
CC_MIN_1_8WZERg_1,MIN_16B,340,IN1,I,Input Value 1,,,,,,,,,,,,,,,,
CC_MIN_1_8WZERg_1,MIN_16B,350,IN2,I,Input Value 2,,,,,,,,,,,,,,,,
CC_MIN_1_8WZERg_1,MIN_16B,360,IN3,I,Input Value 3,,,,,,,,,,,,,,,,
CC_MIN_1_8WZERg_1,MIN_16B,370,IN4,I,Input Value 4,,,,,,,,,,,,,,,,
CC_MIN_1_8WZERg_1,MIN_16B,380,IN5,I,Input Value 5,,,,,,,,,,,,,,,,
CC_MIN_1_8WZERg_1,MIN_16B,390,IN6,I,Input Value 6,,,,,,,,,,,,,,,,
CC_MIN_1_8WZERg_1,MIN_16B,400,IN7,I,Input Value 7,,,,,,,,,,,,,,,,
CC_MIN_1_8WZERg_1,MIN_16B,410,IN8,I,Input Value 8,,,,,,,,,,,,,,,,
CC_MIN_1_8WZERg_1,MIN_16B,420,IN9,I,Input Value 9,,,,,,,,,,,,,,,,
CC_MIN_1_8WZERg_1,MIN_16B,430,IN10,I,Input Value 10,,,,,,,,,,,,,,,,
CC_MIN_1_8WZERg_1,MIN_16B,440,IN11,I,Input Value 11,,,,,,,,,,,,,,,,
CC_MIN_1_8WZERg_1,MIN_16B,450,IN12,I,Input Value 12,,,,,,,,,,,,,,,,
CC_MIN_1_8WZERg_1,MIN_16B,460,IN13,I,Input Value 13,,,,,,,,,,,,,,,,
CC_MIN_1_8WZERg_1,MIN_16B,470,IN14,I,Input Value 14,,,,,,,,,,,,,,,,
CC_MIN_1_8WZERg_1,MIN_16B,480,IN15,I,Input Value 15,,,,,,,,,,,,,,,,
CC_MIN_1_8WZERg_1,MIN_16B,490,IN16,I,Input Value 16,,,,,,,,,,,,,,,,
CC_MIN_1_8WZERg_1,MIN_16B,170,MIN,O,Output Minimum Value,,,,,,,,,,,,,,,,
CC_MIN_1_8WZERg_1,MIN_16B,180,MIN1,O,IN1 is the minimum value,,,,,,,,,,,,,,,,
CC_MIN_1_8WZERg_1,MIN_16B,190,MIN2,O,IN2 is the minimum value,,,,,,,,,,,,,,,,
CC_MIN_1_8WZERg_1,MIN_16B,200,MIN3,O,IN3 is the minimum value,,,,,,,,,,,,,,,,
CC_MIN_1_8WZERg_1,MIN_16B,210,MIN4,O,IN4 is the minimum value,,,,,,,,,,,,,,,,
CC_MIN_1_8WZERg_1,MIN_16B,220,MIN5,O,IN5 is the minimum value,,,,,,,,,,,,,,,,
CC_MIN_1_8WZERg_1,MIN_16B,230,MIN6,O,IN6 is the minimum value,,,,,,,,,,,,,,,,
CC_MIN_1_8WZERg_1,MIN_16B,240,MIN7,O,IN7 is the minimum value,,,,,,,,,,,,,,,,
CC_MIN_1_8WZERg_1,MIN_16B,250,MIN8,O,IN8 is the minimum value,,,,,,,,,,,,,,,,
CC_MIN_1_8WZERg_1,MIN_16B,260,MIN9,O,IN9 is the minimum value,,,,,,,,,,,,,,,,
CC_MIN_1_8WZERg_1,MIN_16B,270,MIN10,O,IN10 is the minimum value,,,,,,,,,,,,,,,,
CC_MIN_1_8WZERg_1,MIN_16B,280,MIN11,O,IN11 is the minimum value,,,,,,,,,,,,,,,,
CC_MIN_1_8WZERg_1,MIN_16B,290,MIN12,O,IN12 is the minimum value,,,,,,,,,,,,,,,,
CC_MIN_1_8WZERg_1,MIN_16B,300,MIN13,O,IN13 is the minimum value,,,,,,,,,,,,,,,,
CC_MIN_1_8WZERg_1,MIN_16B,310,MIN14,O,IN14 is the minimum value,,,,,,,,,,,,,,,,
CC_MIN_1_8WZERg_1,MIN_16B,320,MIN15,O,IN15 is the minimum value,,,,,,,,,,,,,,,,
CC_MIN_1_8WZERg_1,MIN_16B,330,MIN16,O,IN16 is the minimum value,,,,,,,,,,,,,,,,
CC_MIN_4_+WZERg_1,MIN_4B,60,IN1,I,Input Value 1,,,,,,,,,,,,,,,,
CC_MIN_4_+WZERg_1,MIN_4B,70,IN2,I,Input Value 2,,,,,,,,,,,,,,,,
CC_MIN_4_+WZERg_1,MIN_4B,80,IN3,I,Input Value 3,,,,,,,,,,,,,,,,
CC_MIN_4_+WZERg_1,MIN_4B,90,IN4,I,Input Value 4,,,,,,,,,,,,,,,,
CC_MIN_4_+WZERg_1,MIN_4B,10,MIN,O,Output Minimum Value,,,,,,,,,,,,,,,,
CC_MIN_4_+WZERg_1,MIN_4B,20,MIN1,O,IN1 is minimum value,,,,,,,,,,,,,,,,
CC_MIN_4_+WZERg_1,MIN_4B,30,MIN2,O,IN2 is minimum value,,,,,,,,,,,,,,,,
CC_MIN_4_+WZERg_1,MIN_4B,40,MIN3,O,IN3 is minimum value,,,,,,,,,,,,,,,,
CC_MIN_4_+WZERg_1,MIN_4B,50,MIN4,O,IN4 is minimum value,,,,,,,,,,,,,,,,
CC_MIN_4_eD4vRg_1,MIN_4,10,IN1,I,Input Value 1,,,,,,,,,,,,,,,,
CC_MIN_4_eD4vRg_1,MIN_4,20,IN2,I,Input Value 2,,,,,,,,,,,,,,,,
CC_MIN_4_eD4vRg_1,MIN_4,90,IN3,I,Input Value 3,,,,,,,,,,,,,,,,
CC_MIN_4_eD4vRg_1,MIN_4,100,IN4,I,Input Value 4,,,,,,,,,,,,,,,,
CC_MIN_4_eD4vRg_1,MIN_4,110,MIN,O,Output Minimum Value,,,,,,,,,,,,,,,,
CC_MIN_6_2E4vRg_1,MIN_6B,10,IN1,I,Input Value 1,,,,,,,,,,,,,,,,
CC_MIN_6_2E4vRg_1,MIN_6B,20,IN2,I,Input Value 2,,,,,,,,,,,,,,,,
CC_MIN_6_2E4vRg_1,MIN_6B,30,IN3,I,Input Value 3,,,,,,,,,,,,,,,,
CC_MIN_6_2E4vRg_1,MIN_6B,40,IN4,I,Input Value 4,,,,,,,,,,,,,,,,
CC_MIN_6_2E4vRg_1,MIN_6B,50,IN5,I,Input Value 5,,,,,,,,,,,,,,,,
CC_MIN_6_2E4vRg_1,MIN_6B,60,IN6,I,Input Value 6,,,,,,,,,,,,,,,,
CC_MIN_6_2E4vRg_1,MIN_6B,70,MIN,O,Output Minimum Value,,,,,,,,,,,,,,,,
CC_MIN_6_2E4vRg_1,MIN_6B,80,MIN1,O,IN1 is the minimum value,,,,,,,,,,,,,,,,
CC_MIN_6_2E4vRg_1,MIN_6B,90,MIN2,O,IN2 is the minimum value,,,,,,,,,,,,,,,,
CC_MIN_6_2E4vRg_1,MIN_6B,100,MIN3,O,IN3 is the minimum value,,,,,,,,,,,,,,,,
CC_MIN_6_2E4vRg_1,MIN_6B,110,MIN4,O,IN4 is the minimum value,,,,,,,,,,,,,,,,
CC_MIN_6_2E4vRg_1,MIN_6B,120,MIN5,O,IN5 is the minimum value,,,,,,,,,,,,,,,,
CC_MIN_6_2E4vRg_1,MIN_6B,130,MIN6,O,IN6 is the minimum value,,,,,,,,,,,,,,,,
CC_MIN_6_aCVIRg_1,MIN_6,10,IN1,I,Input Value 1,,,,,,,,,,,,,,,,
CC_MIN_6_aCVIRg_1,MIN_6,20,IN2,I,Input Value 2,,,,,,,,,,,,,,,,
CC_MIN_6_aCVIRg_1,MIN_6,80,IN3,I,Input Value 3,,,,,,,,,,,,,,,,
CC_MIN_6_aCVIRg_1,MIN_6,90,IN4,I,Input Value 4,,,,,,,,,,,,,,,,
CC_MIN_6_aCVIRg_1,MIN_6,100,IN5,I,Input Value 5,,,,,,,,,,,,,,,,
CC_MIN_6_aCVIRg_1,MIN_6,110,IN6,I,Input Value 6,,,,,,,,,,,,,,,,
CC_MIN_6_aCVIRg_1,MIN_6,120,MIN,O,Output Minimum Value,,,,,,,,,,,,,,,,
CC_MIN_8_AmdERg_1,MIN_8B,100,IN1,I,Input Value 1,,,,,,,,,,,,,,,,
CC_MIN_8_AmdERg_1,MIN_8B,110,IN2,I,Input Value 2,,,,,,,,,,,,,,,,
